date,equity,cash,mtm,positions
2020-09-01 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-09-02 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-09-03 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-09-04 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-09-07 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-09-08 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-09-09 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-09-10 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-09-11 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-09-14 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-09-15 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-09-16 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-09-17 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-09-18 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-09-21 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-09-22 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-09-23 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-09-24 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-09-25 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-09-28 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-09-29 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-09-30 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-10-01 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-10-05 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-10-06 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-10-07 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-10-08 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-10-09 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-10-12 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-10-13 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-10-14 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-10-15 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-10-16 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-10-19 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-10-20 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-10-21 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-10-22 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-10-23 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-10-26 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-10-27 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-10-28 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-10-29 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-10-30 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-11-02 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-11-03 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-11-04 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-11-05 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-11-06 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-11-09 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-11-10 00:00:00+05:30,1000000.0,1000000.0,0.0,0
2020-11-11 00:00:00+05:30,999329.2179418687,483343.01937924663,515986.19856262207,10
2020-11-12 00:00:00+05:30,1006750.2062994126,483343.01937924663,523407.186920166,10
2020-11-13 00:00:00+05:30,1018392.9137160492,369746.7177016449,648646.1960144043,10
2020-11-14 00:00:00+05:30,1025052.3741042328,369746.7177016449,655305.6564025879,10
2020-11-17 00:00:00+05:30,1038931.0332534027,369746.7177016449,669184.3155517578,10
2020-11-18 00:00:00+05:30,1040585.802113266,369746.7177016449,670839.0844116211,10
2020-11-19 00:00:00+05:30,1035830.9877636216,300436.2473003647,735394.7404632568,10
2020-11-20 00:00:00+05:30,1055424.7087536606,255485.32313354342,799939.3856201172,10
2020-11-23 00:00:00+05:30,1074500.1441479477,255485.32313354342,819014.8210144043,10
2020-11-24 00:00:00+05:30,1075146.9952901353,282770.1313985337,792376.8638916016,10
2020-11-25 00:00:00+05:30,1053139.1774910814,324258.41217125714,728880.7653198242,10
2020-11-26 00:00:00+05:30,1054284.9113131792,302511.810193184,751773.1011199951,10
2020-11-27 00:00:00+05:30,1073292.9099704057,302511.810193184,770781.0997772217,10
2020-12-01 00:00:00+05:30,1090615.5352908403,302511.810193184,788103.7250976562,10
2020-12-02 00:00:00+05:30,1099056.755581978,302511.810193184,796544.945388794,10
2020-12-03 00:00:00+05:30,1114293.1936292741,314479.26229382487,799813.9313354492,10
2020-12-04 00:00:00+05:30,1118213.9689610777,318216.9832490264,799996.9857120514,10
2020-12-07 00:00:00+05:30,1130592.754988986,318216.9832490264,812375.7717399597,10
2020-12-08 00:00:00+05:30,1116027.5562985716,318216.9832490264,797810.5730495453,10
2020-12-09 00:00:00+05:30,1107845.041093254,308268.00797595974,799577.0331172943,10
2020-12-10 00:00:00+05:30,1103763.7990949017,303789.61521123466,799974.183883667,10
2020-12-11 00:00:00+05:30,1109748.6597763866,309963.7277237743,799784.9320526123,10
2020-12-14 00:00:00+05:30,1127744.143716511,309963.7277237743,817780.4159927368,10
2020-12-15 00:00:00+05:30,1124576.474344453,341747.9050008862,782828.5693435669,10
2020-12-16 00:00:00+05:30,1130236.5663041973,330303.7323655987,799932.8339385986,10
2020-12-17 00:00:00+05:30,1143080.5447435284,330303.7323655987,812776.8123779297,10
2020-12-18 00:00:00+05:30,1138145.275746336,330303.7323655987,807841.5433807373,10
2020-12-21 00:00:00+05:30,1081871.693904507,563123.2502246974,518748.44367980957,3
2020-12-22 00:00:00+05:30,1086635.240261709,355419.4811522121,731215.7591094971,5
2020-12-23 00:00:00+05:30,1105294.2020348231,305816.8330773036,799477.3689575195,6
2020-12-24 00:00:00+05:30,1108005.490242831,305816.8330773036,802188.6571655273,6
2020-12-28 00:00:00+05:30,1111497.519463412,305816.8330773036,805680.6863861084,6
2020-12-29 00:00:00+05:30,1129160.8507469813,305816.8330773036,823344.0176696777,6
2020-12-30 00:00:00+05:30,1125556.238930575,305816.8330773036,819739.4058532715,6
2020-12-31 00:00:00+05:30,1125616.9230126063,305816.8330773036,819800.0899353027,6
2021-01-01 00:00:00+05:30,1128733.4510887782,305816.8330773036,822916.6180114746,6
2021-01-04 00:00:00+05:30,1143606.8658684413,305816.8330773036,837790.0327911377,6
2021-01-05 00:00:00+05:30,1155987.9683006923,305816.8330773036,850171.1352233887,6
2021-01-06 00:00:00+05:30,1138857.928246371,305816.8330773036,833041.0951690674,6
2021-01-07 00:00:00+05:30,1149083.1394658086,349172.5369439122,799910.6025218964,8
2021-01-08 00:00:00+05:30,1151448.5204377172,349172.5369439122,802275.9834938049,8
2021-01-11 00:00:00+05:30,1156650.5666851995,349172.5369439122,807478.0297412872,8
2021-01-12 00:00:00+05:30,1163643.707103984,353162.9301264449,810480.7769775391,7
2021-01-13 00:00:00+05:30,1164195.3951533004,353162.9301264449,811032.4650268555,7
2021-01-14 00:00:00+05:30,1162274.006797789,379607.37017059163,782666.6366271973,10
2021-01-15 00:00:00+05:30,1148476.3702060592,370091.358639897,778385.0115661621,10
2021-01-18 00:00:00+05:30,1133008.908612062,437230.5085113539,695778.400100708,9
2021-01-19 00:00:00+05:30,1144711.339478722,344720.74973987625,799990.5897388458,10
2021-01-20 00:00:00+05:30,1146827.124755135,344720.74973987625,802106.3750152588,10
2021-01-21 00:00:00+05:30,1137492.1400855016,493592.25257329457,643899.887512207,10
2021-01-22 00:00:00+05:30,1154824.3371100943,392633.5364814321,762190.8006286621,10
2021-01-25 00:00:00+05:30,1151527.954930834,392633.5364814321,758894.4184494019,10
2021-01-27 00:00:00+05:30,1144172.340116389,357000.0874461011,787172.2526702881,9
2021-01-28 00:00:00+05:30,1141507.5859023083,449656.18030843633,691851.4055938721,8
2021-01-29 00:00:00+05:30,1142718.6724103894,342869.12492503785,799849.5474853516,8
2021-02-01 00:00:00+05:30,1155542.2089017835,342869.12492503785,812673.0839767456,8
2021-02-02 00:00:00+05:30,1178168.1797803845,342869.12492503785,835299.0548553467,8
2021-02-03 00:00:00+05:30,1180538.6964598035,388314.06491378293,792224.6315460205,10
2021-02-04 00:00:00+05:30,1207864.3996610974,388314.06491378293,819550.3347473145,10
2021-02-05 00:00:00+05:30,1202075.7198362683,388314.06491378293,813761.6549224854,10
2021-02-08 00:00:00+05:30,1208669.650969856,395625.4474633862,813044.2035064697,9
2021-02-09 00:00:00+05:30,1205916.1759103467,395625.4474633862,810290.7284469604,9
2021-02-10 00:00:00+05:30,1198294.148806889,456149.4860719036,742144.6627349854,10
2021-02-11 00:00:00+05:30,1194195.4162247968,456149.4860719036,738045.9301528931,10
2021-02-12 00:00:00+05:30,1188119.0071850445,411532.42126280325,776586.5859222412,10
2021-02-15 00:00:00+05:30,1185468.5047433376,386954.6343820095,798513.8703613281,10
2021-02-16 00:00:00+05:30,1176418.0643136501,386954.6343820095,789463.4299316406,10
2021-02-17 00:00:00+05:30,1193913.2663094997,386954.6343820095,806958.6319274902,10
2021-02-18 00:00:00+05:30,1194125.7623541043,394735.09304258076,799390.6693115234,10
2021-02-19 00:00:00+05:30,1183552.6060125516,394735.09304258076,788817.5129699707,10
2021-02-22 00:00:00+05:30,1162284.9940686794,521670.8528333279,640614.1412353516,8
2021-02-23 00:00:00+05:30,1183626.1681667217,441705.9637142071,741920.2044525146,10
2021-02-24 00:00:00+05:30,1199312.8218608745,441705.9637142071,757606.8581466675,10
2021-02-25 00:00:00+05:30,1202751.2148913862,403546.3700351239,799204.8448562622,10
2021-02-26 00:00:00+05:30,1203317.129472685,403546.3700351239,799770.759437561,10
2021-03-01 00:00:00+05:30,1225031.5233401777,403546.3700351239,821485.1533050537,10
2021-03-02 00:00:00+05:30,1225351.3009433271,403546.3700351239,821804.9309082031,10
2021-03-03 00:00:00+05:30,1242204.3857135298,403546.3700351239,838658.0156784058,10
2021-03-04 00:00:00+05:30,1252262.199861479,403546.3700351239,848715.829826355,10
2021-03-05 00:00:00+05:30,1223197.878134599,509528.622664323,713669.2554702759,10
2021-03-08 00:00:00+05:30,1253015.0800160076,509528.622664323,743486.4573516846,10
2021-03-09 00:00:00+05:30,1255343.3125081356,520114.51856282307,735228.7939453125,10
2021-03-10 00:00:00+05:30,1257114.378456622,520114.51856282307,736999.8598937988,10
2021-03-12 00:00:00+05:30,1245593.4384578243,495781.9440120235,749811.4944458008,10
2021-03-15 00:00:00+05:30,1235951.2333814618,472338.2931272503,763612.9402542114,10
2021-03-16 00:00:00+05:30,1234289.2751264735,434338.0480528042,799951.2270736694,10
2021-03-17 00:00:00+05:30,1225277.491562585,425341.41513894004,799936.076423645,10
2021-03-18 00:00:00+05:30,1201541.7650443774,486670.52175824466,714871.2432861328,6
2021-03-19 00:00:00+05:30,1191817.0717116017,712701.7036390918,479115.36807250977,4
2021-03-22 00:00:00+05:30,1195747.0583391192,501113.7971696856,694633.2611694336,9
2021-03-23 00:00:00+05:30,1235286.473252724,435885.358155678,799401.1150970459,10
2021-03-24 00:00:00+05:30,1215469.5769514544,435885.358155678,779584.2187957764,10
2021-03-25 00:00:00+05:30,1194945.886804781,947754.0106603716,247191.87614440918,5
2021-03-26 00:00:00+05:30,1198826.4835332995,646159.1246770984,552667.3588562012,5
2021-03-30 00:00:00+05:30,1201910.680937407,485376.8960558154,716533.7848815918,10
2021-03-31 00:00:00+05:30,1215756.987516997,485376.8960558154,730380.0914611816,10
2021-04-01 00:00:00+05:30,1227769.9745470262,485376.8960558154,742393.0784912109,10
2021-04-05 00:00:00+05:30,1228036.2376085497,485376.8960558154,742659.3415527344,10
2021-04-06 00:00:00+05:30,1237617.5869012927,438069.1251093005,799548.4617919922,10
2021-04-07 00:00:00+05:30,1228080.0058646533,428254.3866935107,799825.6191711426,10
2021-04-08 00:00:00+05:30,1231411.024769878,431476.9477435107,799934.0770263672,10
2021-04-09 00:00:00+05:30,1225784.5810748097,431476.9477435107,794307.6333312988,10
2021-04-12 00:00:00+05:30,1196508.8619170338,574211.0379424244,622297.8239746094,6
2021-04-13 00:00:00+05:30,1178980.3741414356,493951.41601155285,685028.9581298828,6
2021-04-15 00:00:00+05:30,1174642.6910977284,410184.36023377575,764458.3308639526,9
2021-04-16 00:00:00+05:30,1180072.4739166982,380513.33798377577,799559.1359329224,10
2021-04-19 00:00:00+05:30,1185791.4527281949,385844.4351348111,799947.0175933838,10
2021-04-20 00:00:00+05:30,1208805.2699222867,401334.2721348111,807470.9977874756,9
2021-04-22 00:00:00+05:30,1241714.0443210904,401334.2721348111,840379.7721862793,9
2021-04-23 00:00:00+05:30,1228089.4003696744,401334.2721348111,826755.1282348633,9
2021-04-26 00:00:00+05:30,1234231.9311937222,450637.0212205777,783594.9099731445,10
2021-04-27 00:00:00+05:30,1238228.3343309292,450637.0212205777,787591.3131103516,10
2021-04-28 00:00:00+05:30,1228695.2841954068,428709.60087631503,799985.6833190918,10
2021-04-29 00:00:00+05:30,1216823.4733679777,445721.47535162023,771101.9980163574,10
2021-04-30 00:00:00+05:30,1226634.250253964,445721.47535162023,780912.7749023438,10
2021-05-03 00:00:00+05:30,1244661.1828711515,445721.47535162023,798939.7075195312,10
2021-05-04 00:00:00+05:30,1253110.5377255888,470900.1090146513,782210.4287109375,10
2021-05-05 00:00:00+05:30,1254288.5315000028,470900.1090146513,783388.4224853516,10
2021-05-06 00:00:00+05:30,1286869.1434384794,470900.1090146513,815969.0344238281,10
2021-05-07 00:00:00+05:30,1301787.0508481474,470900.1090146513,830886.9418334961,10
2021-05-10 00:00:00+05:30,1322154.147955081,470900.1090146513,851254.0389404297,10
2021-05-11 00:00:00+05:30,1328286.7251035185,470900.1090146513,857386.6160888672,10
