date,symbol,side,price,qty,reason
2023-03-20,SONATSOFTW.NS,SELL,394.35,503,STOP
2023-03-21,GMRAIRPORT.NS,SELL,40.35,2,STOP
2023-03-24,JINDALSAW.NS,SELL,70.62,2,RULE
2023-03-24,MINDACORP.NS,BUY,210.7,1,ADX=16.8
2023-03-27,AUROPHARMA.NS,BUY,511.4,12049,ADX=28.5
2023-03-27,CUMMINSIND.NS,SELL,1604.23,3841,STOP
2023-03-28,BPCL.NS,SELL,169.93,1103,STOP
2023-03-28,MINDACORP.NS,SELL,199.11,1,STOP
2023-03-29,MANAPPURAM.NS,BUY,122.35,2,ADX=26.1
2023-03-29,ZENTEC.NS,BUY,320.3,585,ADX=42.6
2023-04-06,MSUMI.NS,BUY,34.03,1,ADX=29.4
2023-04-18,GPPL.NS,SELL,107.25,4,RULE
2023-04-18,JBMA.NS,BUY,392.67,1,ADX=48.6
2023-04-18,YESBANK.NS,BUY,16.65,2,ADX=26.5
2023-04-24,MAHSEAMLES.NS,BUY,425.6,416,ADX=44.9
2023-04-24,MOTHERSON.NS,BUY,47.23,1,ADX=26.9
2023-04-24,YESBANK.NS,SELL,15.73,2,STOP
2023-04-24,ZENTEC.NS,SELL,302.68,585,STOP
2023-04-25,IFCI.NS,BUY,11.0,1,ADX=17.8
2023-05-03,MANAPPURAM.NS,SELL,115.62,2,STOP
2023-05-03,RVNL.NS,BUY,130.1,1,ADX=53.9
2023-05-10,JBMA.NS,SELL,371.08,1,STOP
2023-05-10,RVNL.NS,SELL,122.94,1,STOP
2023-05-10,SONACOMS.NS,BUY,539.4,1,ADX=43.4
2023-05-15,ADANIGREEN.NS,SELL,868.7,457,RULE
2023-05-15,DEVYANI.NS,BUY,183.35,1,ADX=46.5
2023-05-15,HEG.NS,BUY,247.86,1601,ADX=66.9
2023-05-17,DEVYANI.NS,SELL,173.27,1,STOP
2023-05-17,GMDCLTD.NS,BUY,167.3,1,ADX=35.7
2023-05-23,CHOLAFIN.NS,BUY,1060.65,353,ADX=64.2
2023-05-23,HEG.NS,SELL,234.23,1601,STOP
2023-05-26,IFCI.NS,SELL,11.15,1,RULE
2023-05-26,SCHNEIDER.NS,BUY,236.8,2,ADX=48.3
2023-05-31,INTELLECT.NS,BUY,586.0,1,ADX=61.0
2023-05-31,SONACOMS.NS,SELL,509.73,1,STOP
2023-07-03,JWL.NS,BUY,181.35,1049,ADX=61.7
2023-07-03,MAHSEAMLES.NS,SELL,457.25,416,RULE
2023-07-10,JWL.NS,SELL,171.38,1049,STOP
2023-07-10,MAZDOCK.NS,BUY,723.58,248,ADX=68.7
2023-07-11,NEWGEN.NS,SELL,309.55,3,RULE
2023-07-11,PFC.NS,BUY,181.68,7,ADX=51.9
2023-07-26,ANANDRATHI.NS,BUY,550.4,1,ADX=67.7
2023-07-26,INTELLECT.NS,SELL,599.95,1,RULE
2023-08-02,CHOLAFIN.NS,SELL,1099.4,353,RULE
2023-08-02,ELECON.NS,BUY,396.7,1,ADX=52.9
2023-08-02,GMDCLTD.NS,SELL,168.55,1,RULE
2023-08-02,PTCIL.NS,BUY,4455.35,87,ADX=56.1
2023-09-11,BSE.NS,BUY,456.38,1,ADX=64.0
2023-09-11,ELECON.NS,SELL,404.35,1,RULE
2023-09-12,BSE.NS,SELL,431.28,1,STOP
2023-09-12,ITI.NS,BUY,167.25,4,ADX=44.8
2023-09-13,ITI.NS,SELL,158.05,4,STOP
2023-09-13,J&KBANK.NS,BUY,105.15,6,ADX=57.5
2023-09-25,PNB.NS,BUY,80.2,5880,ADX=46.6
2023-09-25,PTCIL.NS,SELL,5420.2,87,RULE
2023-09-28,MOTHERSON.NS,SELL,63.67,1,RULE
2023-09-29,HUDCO.NS,BUY,91.8,1,ADX=36.3
2023-10-04,HUDCO.NS,SELL,86.75,1,STOP
2023-10-04,SUZLON.NS,BUY,28.1,4,ADX=42.8
2023-10-05,MSUMI.NS,SELL,41.3,1,RULE
2023-10-09,ITI.NS,BUY,215.0,2072,ADX=52.2
2023-10-09,PCBL.NS,BUY,199.2,1,ADX=33.2
2023-10-09,PNB.NS,SELL,75.79,5880,STOP
2023-10-10,SUZLON.NS,SELL,26.55,4,STOP
2023-10-12,NMDC.NS,BUY,53.0,2,ADX=35.6
2023-10-20,AUROPHARMA.NS,SELL,866.2,12049,RULE
2023-10-20,BSE.NS,BUY,529.27,19719,ADX=46.1
2023-10-23,BBTC.NS,BUY,1427.5,169,ADX=34.2
2023-10-23,J&KBANK.NS,SELL,99.37,6,STOP
2023-10-23,MAZDOCK.NS,SELL,967.78,248,RULE
2023-10-23,PCBL.NS,SELL,188.24,1,STOP
2023-10-23,SCHNEIDER.NS,SELL,312.35,2,RULE
2023-10-25,ASTERDM.NS,BUY,356.9,639,ADX=30.4
2023-10-25,BBTC.NS,SELL,1348.99,169,STOP
2023-10-25,WELSPUNLIV.NS,BUY,142.2,2,ADX=23.3
2023-10-26,ASTERDM.NS,SELL,337.27,639,STOP
2023-10-26,KAYNES.NS,SELL,2291.55,113,RULE
2023-10-26,NMDC.NS,SELL,50.09,2,STOP
2023-10-26,PFC.NS,SELL,230.35,7,RULE
2023-10-26,WELSPUNLIV.NS,SELL,134.38,2,STOP
2023-10-27,ANGELONE.NS,BUY,2535.8,187,ADX=50.0
2023-10-27,SWANENERGY.NS,BUY,369.2,6,ADX=42.4
2023-11-01,IDEA.NS,BUY,12.8,5,ADX=33.7
2023-11-02,JPPOWER.NS,BUY,10.4,1,ADX=18.2
2023-12-20,JPPOWER.NS,SELL,12.95,1,RULE
2024-01-01,BSE.NS,SELL,734.35,19719,RULE
2024-01-01,CESC.NS,BUY,136.85,1,ADX=49.0
2024-01-01,FORTIS.NS,BUY,439.6,1,ADX=54.7
2024-01-01,INOXWIND.NS,BUY,131.09,109515,ADX=72.9
2024-01-01,SIGNATURE.NS,BUY,918.55,135,ADX=68.7
2024-01-02,YESBANK.NS,BUY,23.2,1,ADX=36.9
2024-01-08,INOXWIND.NS,SELL,123.88,109515,STOP
2024-01-08,JBMA.NS,BUY,942.28,14397,ADX=57.7
2024-01-10,DLF.NS,BUY,796.05,1,ADX=49.0
2024-01-10,FORTIS.NS,SELL,415.42,1,STOP
2024-01-15,JBMA.NS,SELL,890.45,14397,STOP
2024-01-15,MRF.NS,BUY,135951.16,94,ADX=51.4
2024-01-16,ANGELONE.NS,SELL,3329.9,187,RULE
2024-01-16,GUJGASLTD.NS,BUY,556.05,1192,ADX=53.2
2024-01-23,CESC.NS,SELL,129.32,1,STOP
2024-01-23,DLF.NS,SELL,752.27,1,STOP
2024-01-23,IDEA.NS,SELL,14.4,5,RULE
2024-01-23,IRFC.NS,BUY,161.3,8,ADX=53.5
2024-01-23,NHPC.NS,BUY,75.95,1,ADX=43.0
2024-01-24,IFCI.NS,BUY,48.0,2,ADX=41.7
2024-01-24,IREDA.NS,BUY,161.75,7,ADX=52.4
2024-01-24,IRFC.NS,SELL,152.43,8,STOP
2024-02-05,JPPOWER.NS,BUY,19.9,1,ADX=32.5
2024-02-05,YESBANK.NS,SELL,22.8,1,RULE
2024-02-12,ITI.NS,SELL,281.25,2072,RULE
2024-02-12,MEDANTA.NS,BUY,1346.5,432,ADX=52.3
2024-02-14,GUJGASLTD.NS,SELL,525.47,1192,STOP
2024-02-14,OFSS.NS,BUY,7765.85,80,ADX=70.6
2024-02-23,IFCI.NS,SELL,46.85,2,RULE
2024-02-23,SUNPHARMA.NS,BUY,1561.25,4,ADX=62.0
2024-02-26,IREDA.NS,SELL,152.85,7,STOP
2024-02-26,ZYDUSLIFE.NS,BUY,942.55,1,ADX=55.0
2024-02-27,JPPOWER.NS,SELL,18.81,1,STOP
2024-03-04,MEDANTA.NS,SELL,1272.44,432,STOP
2024-03-04,RELIANCE.NS,BUY,1507.4,1,ADX=46.6
2024-03-04,TATAINVEST.NS,BUY,8428.4,65,ADX=57.2
2024-03-11,KPIL.NS,BUY,1107.45,4,ADX=58.4
2024-03-11,SWANENERGY.NS,SELL,669.85,6,RULE
2024-03-12,JIOFIN.NS,BUY,361.85,36960,ADX=52.4
2024-03-12,MRF.NS,SELL,142276.66,94,RULE
2024-03-13,ITC.NS,BUY,422.45,30122,ADX=35.8
2024-03-13,JIOFIN.NS,SELL,341.95,36960,STOP
2024-03-13,KPIL.NS,SELL,1046.54,4,STOP
2024-03-13,NHPC.NS,SELL,78.15,1,RULE
2024-03-13,RELIANCE.NS,SELL,1432.18,1,RULE
2024-03-13,SIGNATURE.NS,SELL,1171.85,135,RULE
2024-03-14,SOLARINDS.NS,BUY,8144.85,73,ADX=25.4
2024-03-14,TATAINVEST.NS,SELL,7964.84,65,STOP
2024-03-15,HEG.NS,BUY,376.43,1,ADX=18.0
2024-03-19,ITC.NS,SELL,409.55,30122,RULE
2024-03-20,HEG.NS,SELL,355.73,1,STOP
2024-03-20,MARUTI.NS,BUY,11941.15,1033,ADX=29.1
2024-03-20,SAPPHIRE.NS,BUY,310.65,5,ADX=26.6
2024-03-22,RPOWER.NS,BUY,26.3,8,ADX=36.4
2024-04-02,ANANDRATHI.NS,SELL,1724.43,1,RULE
2024-04-02,RAMCOCEM.NS,BUY,860.5,2,ADX=38.0
2024-04-04,CESC.NS,BUY,137.65,1,ADX=26.9
2024-04-04,RHIM.NS,BUY,610.15,2,ADX=37.4
2024-04-04,SAPPHIRE.NS,SELL,293.56,5,STOP
2024-04-05,JPPOWER.NS,BUY,19.35,5,ADX=29.1
2024-04-09,JPPOWER.NS,SELL,18.29,5,STOP
2024-04-10,NMDC.NS,BUY,80.37,1,ADX=23.2
2024-04-12,NUVAMA.NS,BUY,5414.55,1,ADX=41.5
2024-04-12,SUNPHARMA.NS,SELL,1540.0,4,RULE
2024-04-15,OFSS.NS,SELL,8057.55,80,RULE
2024-04-15,RAMCOCEM.NS,SELL,813.17,2,STOP
2024-04-15,RPOWER.NS,SELL,26.05,8,RULE
2024-04-15,TARIL.NS,BUY,287.02,10,ADX=41.8
2024-04-15,THERMAX.NS,BUY,4709.05,137,ADX=52.3
2024-04-15,ZYDUSLIFE.NS,SELL,935.15,1,RULE
2024-04-16,MOTHERSON.NS,BUY,82.83,1,ADX=22.6
2024-04-23,IDEA.NS,BUY,14.4,3,ADX=15.6
2024-04-24,IDEA.NS,SELL,13.61,3,STOP
2024-04-24,RCF.NS,BUY,152.0,1,ADX=21.3
2024-04-24,THERMAX.NS,SELL,4450.05,137,STOP
2024-04-24,VOLTAS.NS,BUY,1414.15,431,ADX=46.3
2024-05-07,RCF.NS,SELL,143.64,1,STOP
2024-05-08,CROMPTON.NS,BUY,340.0,8,ADX=42.9
2024-05-08,ESCORTS.NS,BUY,3538.4,162,ADX=48.4
2024-05-08,VOLTAS.NS,SELL,1336.37,431,STOP
2024-05-09,NUVAMA.NS,SELL,5116.75,1,STOP
2024-05-09,RHIM.NS,SELL,595.25,2,RULE
2024-05-09,TIMKEN.NS,BUY,3457.55,1,ADX=47.8
2024-05-09,VIJAYA.NS,BUY,730.25,4,ADX=23.8
2024-05-13,CROMPTON.NS,SELL,321.3,8,STOP
2024-05-13,HINDZINC.NS,BUY,579.1,4,ADX=66.4
2024-05-15,HINDZINC.NS,SELL,547.25,4,STOP
2024-05-15,SIEMENS.NS,BUY,7119.3,86,ADX=55.9
2024-05-15,SOLARINDS.NS,SELL,8355.4,73,RULE
2024-05-16,ASHOKLEY.NS,BUY,103.32,2,ADX=31.7
2024-05-30,NMDC.NS,SELL,83.15,1,RULE
2024-05-31,JWL.NS,BUY,602.2,21191,ADX=50.0
2024-05-31,MARUTI.NS,SELL,12399.3,1033,RULE
2024-05-31,TECHNOE.NS,BUY,1418.35,33,ADX=47.2
2024-06-04,ASHOKLEY.NS,SELL,97.64,2,STOP
2024-06-04,BRITANNIA.NS,BUY,5325.1,101,ADX=19.8
2024-06-04,CESC.NS,SELL,130.08,1,STOP
2024-06-04,HINDUNILVR.NS,BUY,2496.3,4847,ADX=25.9
2024-06-04,JWL.NS,SELL,569.08,21191,STOP
2024-06-04,SIEMENS.NS,SELL,6727.74,86,STOP
2024-06-05,JUBLFOOD.NS,BUY,530.6,1,ADX=39.4
2024-06-05,M&M.NS,BUY,2740.95,16,ADX=50.1
2024-06-05,MARICO.NS,BUY,645.5,2,ADX=48.4
2024-06-05,TECHNOE.NS,SELL,1340.34,33,STOP
2024-06-13,CROMPTON.NS,BUY,425.05,2,ADX=43.3
2024-06-13,MARICO.NS,SELL,610.0,2,STOP
2024-06-24,NAVA.NS,BUY,375.77,9,ADX=36.6
2024-06-24,VIJAYA.NS,SELL,764.1,4,RULE
2024-07-05,KIRLOSBROS.NS,BUY,2603.15,1,ADX=56.8
2024-07-05,NAVA.NS,SELL,355.11,9,STOP
2024-07-08,KIRLOSBROS.NS,SELL,2459.98,1,STOP
2024-07-08,RCF.NS,BUY,228.39,13,ADX=35.9
2024-07-10,HSCL.NS,BUY,432.85,107,ADX=33.6
2024-07-10,M&M.NS,SELL,2732.0,16,RULE
2024-07-10,POWERGRID.NS,BUY,346.05,1,ADX=25.3
2024-07-10,RCF.NS,SELL,215.83,13,STOP
2024-07-11,ESCORTS.NS,SELL,3988.35,162,RULE
2024-07-11,SUNTV.NS,BUY,811.75,801,ADX=43.3
2024-07-11,TIMKEN.NS,SELL,4081.35,1,RULE
2024-07-19,HSCL.NS,SELL,409.04,107,STOP
2024-07-19,INFY.NS,BUY,1792.95,26,ADX=51.5
2024-07-19,ITC.NS,BUY,474.55,1,ADX=32.8
2024-07-19,TARIL.NS,SELL,357.75,10,RULE
2024-07-19,TTML.NS,BUY,102.14,2,ADX=21.2
2024-07-23,FEDERALBNK.NS,BUY,197.96,1,ADX=28.1
2024-07-23,KALYANKJIL.NS,BUY,552.75,1112,ADX=52.0
2024-07-23,POWERGRID.NS,SELL,327.02,1,STOP
2024-07-23,SUNTV.NS,SELL,767.1,801,STOP
2024-07-23,SUZLON.NS,BUY,57.83,2,ADX=23.1
2024-07-23,TTML.NS,SELL,96.52,2,STOP
2024-08-05,KALYANKJIL.NS,SELL,522.35,1112,STOP
2024-08-05,LALPATHLAB.NS,BUY,3160.15,183,ADX=45.2
2024-08-05,MOTHERSON.NS,SELL,117.01,1,RULE
2024-08-05,PCBL.NS,BUY,384.35,7,ADX=29.4
2024-08-06,CROMPTON.NS,SELL,416.5,2,RULE
2024-08-06,HSCL.NS,BUY,475.25,1,ADX=31.9
2024-08-12,BRITANNIA.NS,SELL,5645.75,101,RULE
2024-08-12,GRANULES.NS,BUY,689.1,828,ADX=49.4
2024-08-14,HSCL.NS,SELL,449.11,1,STOP
2024-08-14,SARDAEN.NS,BUY,326.45,1,ADX=27.6
2024-08-30,FEDERALBNK.NS,SELL,194.7,1,RULE
2024-09-02,PPLPHARMA.NS,BUY,194.97,1,ADX=43.9
2024-09-12,GRANULES.NS,SELL,651.2,828,STOP
2024-09-12,KIMS.NS,BUY,547.18,985,ADX=62.2
2024-09-18,LALPATHLAB.NS,SELL,3236.25,183,RULE
2024-09-18,NAVA.NS,BUY,658.1,900,ADX=57.8
2024-09-19,CAMPUS.NS,BUY,350.35,1598,ADX=39.6
2024-09-19,NAVA.NS,SELL,621.9,900,STOP
2024-10-03,CAMPUS.NS,SELL,331.08,1598,STOP
2024-10-03,JUBLFOOD.NS,SELL,635.15,1,RULE
2024-10-03,RPOWER.NS,BUY,53.64,9881,ADX=40.9
2024-10-03,SUZLON.NS,SELL,75.75,2,RULE
2024-10-04,HINDUNILVR.NS,SELL,2848.75,4847,RULE
2024-10-04,ITC.NS,SELL,503.55,1,RULE
2024-10-04,LALPATHLAB.NS,BUY,3495.3,3877,ADX=28.8
2024-10-04,WHIRLPOOL.NS,BUY,2362.6,108,ADX=25.7
2024-10-07,RPOWER.NS,SELL,50.69,9881,STOP
2024-10-07,RRKABEL.NS,BUY,1772.3,283,ADX=35.4
2024-10-09,EXIDEIND.NS,BUY,519.35,2,ADX=22.6
2024-10-09,JPPOWER.NS,BUY,22.13,10,ADX=16.7
2024-10-16,AMBER.NS,BUY,5491.65,2331,ADX=43.0
2024-10-16,ELECON.NS,BUY,731.25,7,ADX=32.1
2024-10-16,JPPOWER.NS,SELL,20.91,10,STOP
2024-10-16,LALPATHLAB.NS,SELL,3303.06,3877,STOP
2024-10-17,PCBL.NS,SELL,480.8,7,RULE
2024-10-18,ELECON.NS,SELL,691.03,7,STOP
2024-10-18,EXIDEIND.NS,SELL,490.79,2,STOP
2024-10-18,FINPIPE.NS,BUY,326.05,2,ADX=25.2
2024-10-18,INFY.NS,SELL,1879.6,26,RULE
2024-10-18,MOTILALOFS.NS,BUY,1029.7,516,ADX=31.0
2024-10-18,RRKABEL.NS,SELL,1674.82,283,STOP
2024-10-21,AIIL.NS,BUY,1867.85,2,ADX=24.0
2024-10-21,MCX.NS,BUY,6629.0,75,ADX=58.7
2024-10-21,MOTILALOFS.NS,SELL,973.07,516,STOP
2024-10-22,AIIL.NS,SELL,1765.12,2,STOP
2024-10-22,FINPIPE.NS,SELL,308.12,2,STOP
2024-10-22,KIMS.NS,SELL,526.25,985,RULE
2024-10-22,PPLPHARMA.NS,SELL,215.11,1,RULE
2024-10-23,TIINDIA.NS,BUY,4634.95,113,ADX=25.8
2024-10-24,ASTERDM.NS,BUY,443.45,2,ADX=29.6
2024-10-24,COFORGE.NS,BUY,1539.81,156,ADX=32.5
2024-10-24,PPLPHARMA.NS,BUY,255.84,1,ADX=21.2
2024-10-24,WHIRLPOOL.NS,SELL,2232.66,108,STOP
2024-10-25,PPLPHARMA.NS,SELL,241.77,1,STOP
2024-10-29,CUB.NS,BUY,176.92,1,ADX=32.6
2024-10-30,CGCL.NS,BUY,210.68,7,ADX=28.6
2024-10-30,MCX.NS,SELL,6264.4,75,STOP
2024-10-30,POLYMED.NS,BUY,2790.45,168,ADX=47.7
2024-10-30,SARDAEN.NS,SELL,437.4,1,RULE
2024-10-31,CRISIL.NS,BUY,5474.75,90,ADX=42.8
2024-10-31,RAINBOW.NS,BUY,1614.2,1,ADX=37.2
2024-10-31,REDINGTON.NS,BUY,194.46,3,ADX=35.9
2024-10-31,TIINDIA.NS,SELL,4380.03,113,STOP
2024-11-01,RTNINDIA.NS,BUY,75.54,1,ADX=32.0
2024-11-05,RTNINDIA.NS,SELL,71.39,1,STOP
2024-11-06,IFCI.NS,BUY,65.22,1,ADX=29.3
2024-11-08,IFCI.NS,SELL,61.63,1,STOP
2024-11-12,CGCL.NS,SELL,199.09,7,STOP
2024-11-12,RAMCOCEM.NS,BUY,910.0,1,ADX=17.6
2024-11-13,POLYMED.NS,SELL,2636.98,168,STOP
2024-11-13,REDINGTON.NS,SELL,183.76,3,STOP
2024-11-14,CRISIL.NS,SELL,5173.64,90,STOP
2024-11-14,JSWHL.NS,BUY,19420.2,46,ADX=54.6
2024-11-18,AEGISLOG.NS,BUY,842.9,19,ADX=21.0
2024-11-19,JSWHL.NS,SELL,18352.09,46,STOP
2024-11-19,SAMMAANCAP.NS,BUY,150.63,5607,ADX=30.7
2024-11-21,AEGISLOG.NS,SELL,796.54,19,STOP
2024-11-21,CUB.NS,SELL,167.19,1,STOP
2024-11-21,FORTIS.NS,BUY,680.7,1,ADX=19.3
2024-11-21,RAINBOW.NS,SELL,1525.42,1,STOP
2024-11-21,VIJAYA.NS,BUY,1147.9,14,ADX=29.8
2024-11-26,TTML.NS,BUY,80.59,1,ADX=29.4
2024-11-27,ENGINERSIN.NS,BUY,201.85,3,ADX=35.7
2024-11-27,FORTIS.NS,SELL,643.26,1,STOP
2024-12-02,IRB.NS,BUY,54.82,1,ADX=31.3
2024-12-05,AMBER.NS,SELL,5819.4,2331,RULE
2024-12-05,INDHOTEL.NS,BUY,820.1,16374,ADX=36.6
2024-12-05,LAURUSLABS.NS,BUY,588.35,232,ADX=36.5
2024-12-09,ITI.NS,BUY,368.1,350,ADX=37.1
2024-12-09,LAURUSLABS.NS,SELL,555.99,232,STOP
2024-12-12,CHALET.NS,BUY,1017.0,135,ADX=38.7
2024-12-12,ITI.NS,SELL,347.85,350,STOP
2024-12-12,VIJAYA.NS,SELL,1084.77,14,STOP
2024-12-13,CHALET.NS,SELL,961.06,135,STOP
2024-12-13,MANAPPURAM.NS,BUY,182.06,2,ADX=29.1
2024-12-13,PGEL.NS,BUY,916.55,141,ADX=42.9
2024-12-18,ENGINERSIN.NS,SELL,192.94,3,RULE
2024-12-18,LEMONTREE.NS,BUY,154.79,4,ADX=43.0
2024-12-19,DBREALTY.NS,BUY,190.25,1,ADX=22.7
2024-12-19,KFINTECH.NS,BUY,1429.05,605,ADX=45.6
2024-12-19,MANAPPURAM.NS,SELL,172.05,2,STOP
2024-12-19,SAMMAANCAP.NS,SELL,154.15,5607,RULE
2024-12-23,DBREALTY.NS,SELL,179.79,1,STOP
2024-12-23,DEVYANI.NS,BUY,177.3,2,ADX=19.5
2024-12-23,INTELLECT.NS,BUY,962.05,849,ADX=33.5
2024-12-23,KFINTECH.NS,SELL,1350.45,605,STOP
2024-12-23,SAGILITY.NS,BUY,46.6,3,ADX=17.9
2024-12-23,TTML.NS,SELL,76.16,1,STOP
2024-12-24,INTELLECT.NS,SELL,909.14,849,STOP
2024-12-24,LLOYDSME.NS,BUY,1189.15,649,ADX=41.6
2024-12-27,FIVESTAR.NS,BUY,797.85,1,ADX=35.8
2024-12-27,RAMCOCEM.NS,SELL,965.75,1,RULE
2024-12-30,FIVESTAR.NS,SELL,753.97,1,STOP
2024-12-30,INDIACEM.NS,BUY,380.45,2,ADX=27.2
2025-01-08,KIMS.NS,BUY,660.9,1,ADX=39.8
2025-01-08,LEMONTREE.NS,SELL,146.28,4,STOP
2025-01-09,HINDUNILVR.NS,BUY,2435.4,5532,ADX=30.5
2025-01-09,INDHOTEL.NS,SELL,822.85,16374,RULE
2025-01-10,HCLTECH.NS,BUY,1995.1,62,ADX=25.3
2025-01-10,IRB.NS,SELL,52.91,1,RULE
2025-01-10,PGEL.NS,SELL,881.85,141,RULE
2025-01-10,UNOMINDA.NS,BUY,1097.65,1,ADX=21.5
2025-01-13,ASTERDM.NS,SELL,491.05,2,RULE
2025-01-13,COFORGE.NS,SELL,1741.11,156,RULE
2025-01-13,KIMS.NS,SELL,624.55,1,STOP
2025-01-13,UNOMINDA.NS,SELL,1037.28,1,STOP
2025-01-14,HCLTECH.NS,SELL,1885.37,62,STOP
2025-01-14,HINDUNILVR.NS,SELL,2367.95,5532,RULE
2025-01-14,SBILIFE.NS,BUY,1499.25,8739,ADX=30.3
2025-01-15,IDEA.NS,BUY,8.76,2,ADX=16.4
2025-01-15,MINDACORP.NS,BUY,568.25,2,ADX=19.5
2025-01-15,NEWGEN.NS,BUY,1755.9,221,ADX=42.9
2025-01-16,AARTIIND.NS,BUY,438.75,1,ADX=29.0
2025-01-16,HDFCLIFE.NS,BUY,641.4,571,ADX=51.7
2025-01-16,NEWGEN.NS,SELL,1659.33,221,STOP
2025-01-21,BERGEPAINT.NS,BUY,475.2,1,ADX=25.4
2025-01-21,INDIACEM.NS,SELL,359.53,2,STOP
2025-01-21,LTF.NS,BUY,146.07,1,ADX=16.3
2025-01-22,LTF.NS,SELL,138.04,1,STOP
2025-01-23,KARURVYSYA.NS,BUY,194.5,1,ADX=19.6
2025-01-24,CGCL.NS,BUY,200.6,2,ADX=26.8
2025-01-24,DEVYANI.NS,SELL,171.22,2,RULE
2025-01-27,AARTIIND.NS,SELL,418.85,1,RULE
2025-01-27,BRITANNIA.NS,BUY,5176.25,2383,ADX=21.8
2025-01-27,CGCL.NS,SELL,189.57,2,STOP
2025-01-27,HDFCLIFE.NS,SELL,610.2,571,RULE
2025-01-27,KARURVYSYA.NS,SELL,183.8,1,STOP
2025-01-27,SBILIFE.NS,SELL,1416.79,8739,STOP
2025-01-28,BAJFINANCE.NS,BUY,760.66,1572,ADX=27.4
2025-01-28,BANKINDIA.NS,BUY,109.51,5,ADX=19.1
2025-01-28,LLOYDSME.NS,SELL,1231.7,649,RULE
2025-01-28,MINDACORP.NS,SELL,537.0,2,STOP
2025-01-28,SAGILITY.NS,SELL,44.04,3,STOP
2025-01-29,BERGEPAINT.NS,SELL,458.8,1,RULE
2025-01-31,APTUS.NS,BUY,303.0,1,ADX=27.4
2025-01-31,NBCC.NS,BUY,99.83,1,ADX=23.5
2025-02-01,NBCC.NS,SELL,94.34,1,STOP
2025-02-03,BANKINDIA.NS,SELL,103.49,5,STOP
2025-02-03,UPL.NS,BUY,630.25,1,ADX=29.0
2025-02-05,YESBANK.NS,BUY,19.42,3,ADX=17.5
2025-02-07,BRITANNIA.NS,SELL,4891.56,2383,STOP
2025-02-07,SAILIFE.NS,BUY,750.6,3,ADX=28.1
2025-02-07,TATASTEEL.NS,BUY,138.31,1,ADX=23.2
2025-02-07,ZFCVINDIA.NS,BUY,11867.7,982,ADX=41.7
2025-02-10,REDINGTON.NS,BUY,241.96,4,ADX=21.2
2025-02-10,SAILIFE.NS,SELL,709.32,3,STOP
2025-02-10,SIGNATURE.NS,BUY,1325.95,1,ADX=21.3
2025-02-10,YESBANK.NS,SELL,18.59,3,RULE
2025-02-11,REDINGTON.NS,SELL,228.65,4,STOP
2025-02-11,TATASTEEL.NS,SELL,130.7,1,STOP
2025-02-11,ZFCVINDIA.NS,SELL,11214.98,982,STOP
2025-02-12,IDEA.NS,SELL,8.28,2,STOP
2025-02-12,SIGNATURE.NS,SELL,1253.02,1,STOP
2025-02-12,UPL.NS,SELL,595.59,1,STOP
2025-02-13,KOTAKBANK.NS,BUY,1972.8,5583,ADX=26.4
2025-02-13,SBICARD.NS,BUY,859.85,2,ADX=25.9
2025-02-19,ASHOKLEY.NS,BUY,112.71,1,ADX=15.8
2025-02-28,ASHOKLEY.NS,SELL,106.51,1,STOP
2025-03-05,TATASTEEL.NS,BUY,146.1,1,ADX=20.5
2025-03-13,APTUS.NS,SELL,296.1,1,RULE
2025-03-19,FEDERALBNK.NS,BUY,186.19,1,ADX=32.0
2025-03-19,GMRAIRPORT.NS,BUY,76.68,1,ADX=16.7
2025-03-21,MSUMI.NS,BUY,36.15,1,ADX=25.5
2025-04-01,IDEA.NS,BUY,8.1,5,ADX=19.6
2025-04-01,MSUMI.NS,SELL,34.16,1,STOP
2025-04-04,TATASTEEL.NS,SELL,140.39,1,RULE
2025-04-07,IDEA.NS,SELL,7.65,5,STOP
2025-04-07,SBICARD.NS,SELL,812.56,2,STOP
2025-04-08,AWL.NS,BUY,275.45,1,ADX=15.5
2025-04-08,RAINBOW.NS,BUY,1479.65,1,ADX=33.7
2025-04-21,YESBANK.NS,BUY,18.82,2,ADX=16.8
2025-04-25,DELHIVERY.NS,BUY,304.9,4,ADX=25.2
2025-04-25,RAINBOW.NS,SELL,1398.27,1,STOP
2025-04-25,YESBANK.NS,SELL,17.78,2,STOP
2025-04-28,RBLBANK.NS,BUY,207.1,1,ADX=32.1
2025-04-30,BAJFINANCE.NS,SELL,863.45,1572,RULE
2025-04-30,MRF.NS,BUY,134505.0,10,ADX=41.1
2025-04-30,SBILIFE.NS,BUY,1765.8,6,ADX=33.4
2025-04-30,SONATSOFTW.NS,BUY,421.55,4,ADX=29.4
2025-05-02,FEDERALBNK.NS,SELL,189.52,1,RULE
2025-05-02,VMM.NS,BUY,120.24,1,ADX=15.0
2025-05-05,GODFRYPHLP.NS,BUY,8806.5,1321,ADX=45.5
2025-05-05,KOTAKBANK.NS,SELL,2084.9,5583,RULE
2025-05-05,RELIANCE.NS,BUY,1431.3,4,ADX=29.2
2025-05-06,AWL.NS,SELL,260.3,1,STOP
2025-05-06,ELECON.NS,BUY,593.6,4,ADX=31.9
2025-05-06,SONATSOFTW.NS,SELL,398.36,4,STOP
2025-05-07,CEATLTD.NS,BUY,3631.0,3027,ADX=35.1
